"87726","PHYD 304","01","Basketball-Women","","","Y","","","1","9:30 am-10:20 am","TR","Fredericksburg","GOOL","GYM","Kahn M","View"
"80052","PHYD 313","01","Individual Exercise","","","Y","","","1","8:00 am-8:50 am","MW","Fredericksburg","GOOL","AXGM","Conway D","View"
"83309","PHYD 313","02","Individual Exercise","","","Y","","","1","9:00 am-9:50 am","MW","Fredericksburg","GOOL","AXGM","Conway D","View"
"86659","PHYD 330","01","Events & Facility Mgmt","","","Y","","","3","11:00 am-11:50 am","MWF","Fredericksburg","GOOL","205","Helbling JApplebury D",""
"80076","PHYD 400","01","Intercollegiate Baseball-Men","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","AXGM","Riser W",""
"80077","PHYD 403","01","Intercollegiate Basketball-Men","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","GYM","Kahn M",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"80078","PHYD 404","01","Intercolleg Basketball-Women","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","GYM","Applebury D",""
"80079","PHYD 406","01","Intrcol Cross Cntry Men","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","GYM","Lawson A",""
"80080","PHYD 407","01","Intrcol Cross Cntry Women","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","GYM","Lawson A",""
"80081","PHYD 408","01","Intrcol Field Hockey-Women","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","AXGM","Tierney J",""
"81802","PHYD 410","01","Intercollegiate Lacrosse-Men","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","AXGM","Delaney A",""
"83607","PHYD 411","01","Intercollegiate Lacrosse-Women","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","AXGM","Moore C",""
"80082","PHYD 412","01","Intercolleg Riding-Men & Women","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","TBA","Seay T",""
"80083","PHYD 413","01","Intercollegiate Soccer-Men","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","AXGM","Kilby J",""
"80084","PHYD 414","01","Intercollegiate Soccer-Women","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","AXGM","Hewson W",""
"86653","PHYD 419","01","Intercollegiate Men's Golf","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","GYM","Hall D",""
"86654","PHYD 420","01","Intercollegiate Women's Golf","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","GYM","Hall D",""
"84327","PHYD 422","01","Intercollegiate Softball-Women","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","AXGM","Conway D",""
"80087","PHYD 428","01","Intercollegiate Swimming-Men","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","POOL","Anderson J",""
"80088","PHYD 429","01","Intercollegiate Swimming-Women","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","POOL","Anderson J",""
"80089","PHYD 431","01","Intercollegiate Tennis-Men","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","AXGM","Helbling J",""
"80090","PHYD 432","01","Intercollegiate Tennis-Women","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","AXGM","Catullo P",""
"84326","PHYD 482","01","Intercolleg Track & Field-Men","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","AXGM","Lawson A",""
"84329","PHYD 483","01","Intercolleg Track&Field-Women","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","AXGM","Lawson A",""
"80091","PHYD 484","01","I'Col Volleyball-Women","","","","","","1","TBA","MTWR","Fredericksburg","GOOL","GYM","Staff A",""
"87908","PHYD 499","01","Sports Mgmt Internship","Y","","Y","","","3","TBA","TBA","Fredericksburg","TBA","TBA","Hall D",""
"80334","PHYS 101","01","General Physics, w/lab","","","","","","4","11:00 am-12:50 pm9:30 am-10:45 am","MTR","Fredericksburg","JEPSJEPS","456219","King G",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"80335","PHYS 101","02","General Physics, w/lab","","","","","","4","1:00 pm-1:50 pm9:00 am-10:50 am","MWFR","Fredericksburg","JEPSJEPS","229456","Staff A",""
"83319","PHYS 101","03","General Physics, w/lab","","","","","","4","2:00 pm-3:50 pm1:00 pm-1:50 pm","RMWF","Fredericksburg","JEPSJEPS","456229","Staff A",""
"82019","PHYS 103A","01","Elem Astronomy w/lab","","","","","","4","7:30 pm-9:20 pm6:00 pm-7:15 pm","TTR","Fredericksburg","JEPSJEPS","458229","Alexander W",""
"82856","PHYS 103A","02","Elem Astronomy w/lab","","","","","","4","7:30 pm-9:20 pm6:00 pm-7:15 pm","RTR","Fredericksburg","JEPSJEPS","458229","Alexander W",""
"84586","PHYS 103A","03","Elem Astronomy w/lab","","","","","","4","7:30 pm-9:20 pm6:00 pm-7:15 pm","WMW","Fredericksburg","JEPSJEPS","458454","Smith R",""
"80338","PHYS 105","01","University Physics, w/lab","","Y","Y","HN,WI","","4","2:00 pm-3:50 pm11:00 am-12:15 pm","WTR","Fredericksburg","JEPSJEPS","456451","Magrakvelidze M",""
"80340","PHYS 105","02","University Physics, w/lab","","Y","Y","WI","","4","2:00 pm-3:50 pm11:00 am-12:15 pm","WTR","Fredericksburg","JEPSJEPS","456451","Magrakvelidze M",""
"80341","PHYS 105","03","University Physics, w/lab","","Y","Y","WI","","4","2:00 pm-3:50 pm2:00 pm-3:15 pm","TMW","Fredericksburg","JEPSJEPS","456225","Dickinson L",""
"86169","PHYS 105","04","University Physics, w/lab","","Y","Y","WI","","4","2:00 pm-3:15 pm9:00 am-10:50 am","MWW","Fredericksburg","JEPSJEPS","225456","Dickinson L",""
"80342","PHYS 211","01","Modern Physics","","","Y","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","JEPS","454","Dickinson L",""
"80343","PHYS 317","01","Methds in Mathematical Physics","","","Y","","","3","9:30 am-10:45 am","TR","Fredericksburg","JEPS","451","Magrakvelidze M",""
"87632","PHYS 384","01","Adv Physics Lab","","","Y","","","4","12:30 pm-1:45 pm","TR","Fredericksburg","JEPS","455","King G",""
"87931","PHYS 471L","01","Astrophysics","","","Y","","","2","11:00 am-11:50 am","MWF","Fredericksburg","JEPS","425","Staff A",""
"80346","PHYS 482","01","Physics Seminar","","","","SI","","2","3:00 pm-4:50 pm","M","Fredericksburg","JEPS","451","King G",""
"80882","PSCI 101A","01","Intro to Political Science","","","","","","3","11:00 am-11:50 am","MWF","Fredericksburg","MONR","116","Cooperman R",""
"80883","PSCI 101A","02","Intro to Political Science","","","","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","MONR","116","Lester E",""
"80888","PSCI 101A","03","Intro to Political Science","","","","","","3","9:30 am-10:45 am","TR","Fredericksburg","MONR","116","Staff A",""
"81828","PSCI 102A","01","Intro to Internatn'l Relations","","","","","","3","8:00 am-8:50 am","MWF","Fredericksburg","MONR","346","Gupta S",""
"84685","PSCI 102A","02","Intro to Internatn'l Relations","","","","","","3","8:00 am-9:15 am","TR","Fredericksburg","MONR","346","Davidson J",""
"87171","PSCI 102A","03","Intro to Internatn'l Relations","","","","","","3","11:00 am-12:15 pm","TR","Fredericksburg","MONR","346","Larus E",""
"80896","PSCI 201","01","American Government","","","","","","3","2:00 pm-2:50 pm","M","Fredericksburg","MONR","110","Murphy C",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"85598","PSCI 311A","01","Congress & Political Process","","","Y","WI","","3","8:00 am-8:50 am","MWF","Fredericksburg","MONR","212","Cooperman R",""
"87727","PSCI 311A","02","Congress & Political Process","","","Y","WI","","3","9:00 am-9:50 am","MWF","Fredericksburg","MONR","212","Cooperman R",""
"80904","PSCI 321A","01","Theories of Internatnl Relatns","","","Y","","","3","9:00 am-9:50 am","MWF","Fredericksburg","MONR","110","Singh R",""
"86333","PSCI 324","01","US-Latin American Relations","","","Y","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","MONR","212","Staff A",""
"87728","PSCI 324","02","US-Latin American Relations","","","Y","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","MONR","110","Staff A",""
"87370","PSCI 334A","01","Polit Parties & Elect in Amer","","","Y","","","3","8:00 am-9:15 am","TR","Fredericksburg","MONR","212","Farnsworth S",""
"87729","PSCI 350B","01","Politics Developing Countries","","","Y","","","3","9:30 am-10:45 am","TR","Fredericksburg","MONR","110","Larus E",""
"82518","PSCI 351","01","International Political Econom","","","Y","SI","","3","10:00 am-10:50 am","MWF","Fredericksburg","MONR","212","Gupta S",""
"80908","PSCI 356","01","American Foreign Policy","","","Y","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","MONR","212","Kramer J",""
"87730","PSCI 356","02","American Foreign Policy","","","Y","","","3","6:00 pm-8:45 pm","M","Fredericksburg","MONR","110","Hamon D",""
"87731","PSCI 360","01","Theory Practice of Revolution","","","Y","WI","","3","11:00 am-12:15 pm","TR","Fredericksburg","MONR","212","Kramer J",""
"85065","PSCI 387","01","Security & Conflict Studies","","","Y","WI","","3","9:30 am-10:45 am","TR","Fredericksburg","MONR","211","Davidson J",""
"87732","PSCI 391","01","Research & Writing in PSCI","","","Y","WI","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","MONR","212","Murphy C",""
"85597","PSCI 441","01","History of Political Thought","","","Y","","","3","11:00 am-12:15 pm","TR","Fredericksburg","MONR","110","Lester E",""
"87733","PSCI 471C9","01","Politics of Japan","","","Y","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","MONR","212","Larus E",""
"87881","PSCI 471E2","01","International Organizations","","","Y","","","3","6:00 pm-8:45 pm","R","Fredericksburg","MONR","212","Hamon D",""
"87885","PSCI 471E3","01","Political Dissent Middle East","","","Y","","","3","11:00 am-11:50 am","MWF","Fredericksburg","MONR","110","Singh R",""
"87734","PSCI 471F2","01","Recent Research in US Politics","","","Y","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","MONR","110","Murphy C",""
"87906","PSCI 491","01","Individual Study","Y","","Y","","","3","TBA","TBA","Fredericksburg","TBA","TBA","Cooperman R",""
"87934","PSCI 491","02","Individual Study","Y","","Y","","","3","TBA","TBA","Fredericksburg","TBA","TBA","Murphy C",""
"80438","PSYC 100","01","General Psychology","","","","","","3","9:00 am-9:50 am","MWF","Fredericksburg","MONR","116","Mackintosh V",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"80440","PSYC 100","02","General Psychology","","","","","","3","2:00 pm-3:15 pm","MW","Fredericksburg","MONR","116","Kolar D",""
"86741","PSYC 100","03","General Psychology","","","","","","3","6:00 pm-8:45 pm","M","Fredericksburg","MONR","346","Boyle J",""
"87369","PSYC 100","04","General Psychology","","","","","","3","TBA","TBA","Fredericksburg","ON","LINE","Liss M",""
"87891","PSYC 100","05","General Psychology","","","","HN","","3","2:00 pm-3:15 pm","TR","Fredericksburg","MERC","102","Erchull M",""
"87939","PSYC 100","06","General Psychology","","","","","","3","9:30 am-10:45 am","TR","Fredericksburg","MERC","102","Staff A",""
"86944","PSYC 120","01","Lifespan Developmental Psych","","","","","","3","11:00 am-12:15 pm","TR","Fredericksburg","MERC","103","Mackintosh V",""
"87741","PSYC 211","01","Abnormal Psychology","","","Y","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","MERC","103","Stanley E",""
"87742","PSYC 211","02","Abnormal Psychology","","","Y","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","MERC","103","Stanley E",""
"87743","PSYC 231","01","Dev Psyc: The Infant and Child","","","Y","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","MERC","102","Schiffrin H",""
"87744","PSYC 232","01","Dev Psyc: Adolescent and Adult","","","Y","","","3","11:00 am-11:50 am","MWF","Fredericksburg","MERC","201","Steckler D",""
"87745","PSYC 232","02","Dev Psyc: Adolescent and Adult","","","Y","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","MERC","201","Steckler D",""
"87746","PSYC 242","01","Psychology of Personality","","","Y","","","3","11:00 am-11:50 am","MWF","Fredericksburg","MERC","103","Liss M",""
"87941","PSYC 253","01","Fndmntl Learning & Motivation","","","Y","","","3","10:00 am-10:50 am","MWF","Fredericksburg","MERC","102","Staff A",""
"87942","PSYC 253","02","Fndmntl Learning & Motivation","","","Y","","","3","11:00 am-11:50 am","MWF","Fredericksburg","MERC","102","Staff A",""
"80447","PSYC 261A","01","Intro Statistics for Psyc","Y","","Y","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","MERC","202","McBride C",""
"81526","PSYC 261A","02","Intro Statistics for Psyc","Y","","Y","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","MERC","202","Schiffrin H",""
"83508","PSYC 261A","03","Intro Statistics for Psyc","Y","","Y","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","MERC","202","Schiffrin H",""
"87747","PSYC 273","01","Cognitive Psychology","","","Y","","","3","11:00 am-12:15 pm","TR","Fredericksburg","MERC","102","Rettinger D",""
"87749","PSYC 274","01","Biological Psychology","","","Y","","","3","11:00 am-12:15 pm","TR","Fredericksburg","MERC","201","Mailloux J",""
"87940","PSYC 274","02","Biological Psychology","","","Y","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","MERC","201","Staff A",""
"86237","PSYC 305","01","Cognitive Neuroscience","","","Y","","","3","10:00 am-10:50 am","MWF","Fredericksburg","MERC","103","Stebbins H",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"86742","PSYC 305","02","Cognitive Neuroscience","","","Y","","","3","6:00 pm-8:45 pm","T","Fredericksburg","MERC","103","Thaxter P",""
"80470","PSYC 360A","01","Advanced Statistics for Psyc","","","Y","","","3","10:00 am-10:50 am","MWF","Fredericksburg","MERC","202","Mailloux J",""
"80471","PSYC 360A","02","Advanced Statistics for Psyc","","","Y","","","3","11:00 am-11:50 am","MWF","Fredericksburg","MERC","202","Mailloux J",""
"85114","PSYC 360A","03","Advanced Statistics for Psyc","","","Y","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","MERC","202","Kolar D",""
"80472","PSYC 362","01","Research Meth for Psyc, w/lab","","","Y","SI,WI","","4","1:00 pm-1:50 pm12:30 pm-1:45 pm","MWFTR","Fredericksburg","MERCMERC","201202","Erchull M",""
"80473","PSYC 362","02","Research Meth for Psyc, w/lab","","","Y","WI","","4","2:00 pm-3:15 pm9:30 am-10:45 am","MWTR","Fredericksburg","MERCMERC","102202","Wilson L",""
"81977","PSYC 362","03","Research Meth for Psyc, w/lab","","","Y","WI","","4","2:00 pm-3:15 pm11:00 am-12:15 pm","MWTR","Fredericksburg","MERCMERC","102202","Wilson L",""
"81483","PSYC 385","01","Indust/Organiz Psy","","","Y","","Y","3","9:00 am-9:50 am","MWF","Fredericksburg","WOOD","133","Dunn A","View"
"82386","PSYC 385","02","Indust/Organiz Psy","","","Y","","Y","3","12:00 pm-12:50 pm","MWF","Fredericksburg","WOOD","133","Dunn A","View"
"85796","PSYC 386","01","Hum Resource Mgmnt","","","Y","","Y","3","11:00 am-11:50 am","MWF","Fredericksburg","WOOD","133","Dunn A","View"
"86207","PSYC 387","01","Organizational Develp & Change","","","Y","","Y","3","TBA","TBA","Fredericksburg","ON","LINE","Deosthali K","View"
"87469","PSYC 394","01","Psychopharmacology","","","Y","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","MERC","102","Stebbins H",""
"87237","PSYC 411","01","Sem Abnml-Persnlty-Soc Psyc","Y","","Y","SI,WI","","3","2:00 pm-3:15 pm","MW","Fredericksburg","MERC","131","McBride C",""
"87750","PSYC 413","01","Seminar-Cognition or Learning","","","Y","SI,WI","","3","9:30 am-10:45 am","TR","Fredericksburg","MERC","131","Rettinger D",""
"85579","PSYC 414","01","Seminar-Developmental Psyc","Y","","Y","SI,WI","","3","9:00 am-9:50 am","MWF","Fredericksburg","MERC","131","Steckler D",""
"86228","PSYC 491A","01","Individual Research","Y","","","","","3","TBA","TBA","Fredericksburg","TBA","TBA","Erchull M",""
"86229","PSYC 491A","02","Individual Research","Y","","","","","3","TBA","TBA","Fredericksburg","TBA","TBA","Kolar D",""
"86230","PSYC 491A","03","Individual Research","Y","","","","","3","TBA","TBA","Fredericksburg","TBA","TBA","Mailloux J",""
"86232","PSYC 491A","04","Individual Research","Y","","","","","3","TBA","TBA","Fredericksburg","TBA","TBA","Schiffrin H",""
"86233","PSYC 491A","05","Individual Research","Y","","","","","3","TBA","TBA","Fredericksburg","TBA","TBA","Stanley E",""
"87400","PSYC 491A","06","Individual Research","Y","","","","","3","TBA","TBA","Fredericksburg","TBA","TBA","Stebbins H",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"87751","PSYC 499","01","Internship","Y","","Y","CE","","1","3:30 pm-4:45 pm","TR","Fredericksburg","MERC","131","Liss M",""
"86320","RELG 101","01","Intro to World Religions","","","","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","TRIN","204","Hirshberg D",""
"87262","RELG 102","01","Intro to the Study of Religion","","","","","","3","11:00 am-11:50 am","MWF","Fredericksburg","TRIN","106A","Aminrazavi M",""
"84454","RELG 103","01","The Abrahamic Religions","","","","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","TRIN","210","Mathews M",""
"87779","RELG 117","01","Intro to Christian Theology","","","","","","3","9:30 am-10:45 am","TR","Fredericksburg","TRIN","106A","Staff A",""
"87778","RELG 205","01","Hebrew Bible","","","","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","TRIN","204","Barry J",""
"87771","RELG 211","01","Greek & Roman Relg","","","","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","TRIN","138","Staff A","View"
"87781","RELG 231C5","01","The Hebrew Prophets","","","","","","3","11:00 am-12:15 pm","TR","Fredericksburg","TRIN","106A","Gandiya V",""
"87780","RELG 251","01","Native American Religions","","","","SI","Y","3","9:30 am-10:45 am","TR","Fredericksburg","TRIN","207","Mathews M",""
"87775","RELG 318","01","Philosophy of Relg","","","Y","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","TRIN","207","Aminrazavi M","View"
"87782","RELG 384","01","Death&Rebirth Tibetan Buddhism","","","Y","","","3","2:00 pm-3:15 pm","MW","Fredericksburg","TRIN","204","Hirshberg D",""
"87902","RELG 401","01","Guided Research","Y","","","WI","","3","TBA","TBA","Fredericksburg","TBA","TBA","Mathews M",""
"83107","SAGE 000","16","Study Abroad Review-EL","","","","","","0","","","Fredericksburg","","","TBA",""
"83266","SAGE 000","18","Study Abroad Review-GI","","","","","","0","TBA","TBA","Fredericksburg","TBA","TBA","Smith A",""
"83523","SAGE 000","19","Study Abroad Review-EL","","","","","","0","","","Fredericksburg","","","TBA",""
"83525","SAGE 000","21","Study Abroad Review-EL","","","","","","0","","","Fredericksburg","","","TBA",""
"83526","SAGE 000","22","Study Abroad Review-EL","","","","","","0","","","Fredericksburg","","","TBA",""
"83551","SAGE 000","24","Study Abroad Review-EL","","","","","","0","","","Fredericksburg","","","TBA",""
"83558","SAGE 000","25","Study Abroad Review-EL","","","","","","0","","","Fredericksburg","","","TBA",""
"83560","SAGE 000","26","Study Abroad Review-EL","","","","","","0","TBA","TBA","Fredericksburg","TBA","TBA","Burtis M",""
"83566","SAGE 000","27","Study Abroad Review-GI","","","","","","0","TBA","TBA","Fredericksburg","TBA","TBA","Mathews M",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"83567","SAGE 000","28","Study Abroad Review-GI","","","","","","0","TBA","TBA","Fredericksburg","TBA","TBA","O'Brien B",""
"83575","SAGE 000","34","Study Abroad Review-GI","","","","","","0","","","Fredericksburg","","","TBA",""
"85266","SAGE 000","40","Study Abroad Review","","","","","","0","","","Fredericksburg","","","TBA",""
"84906","SAGE 000","50","Study Abroad Review-EL","","","","","","0","","","Fredericksburg","","","TBA",""
"82030","SOCG 105","01","The Social World","","","","","","3","6:00 pm-8:45 pm","W","Fredericksburg","MONR","346","Newton-Francis M",""
"82031","SOCG 105","02","The Social World","","","","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","MONR","346","Kim N",""
"87207","SOCG 105","03","The Social World","","","","","","3","8:00 am-9:15 am","MW","Fredericksburg","MONR","111","D'Antonio V",""
"82026","SOCG 155","01","Social Issues","","","","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","MONR","346","Bonds E",""
"87793","SOCG 155","02","Social Issues","","","","","","3","9:00 am-9:50 am","MWF","Fredericksburg","MONR","115","Martin L",""
"87794","SOCG 320","01","Food Justice","","","Y","","","3","9:30 am-10:45 am","TR","Fredericksburg","MONR","115","Citeroni T",""
"87795","SOCG 320","02","Food Justice","","","Y","","","3","11:00 am-12:15 pm","TR","Fredericksburg","MONR","115","Citeroni T",""
"80830","SOCG 341","01","American Society","","","Y","","","3","6:00 pm-8:45 pm","M","Fredericksburg","MONR","115","Rucker C",""
"87796","SOCG 347","01","Sociology of East Asia","","","Y","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","MONR","115","Kim N",""
"87797","SOCG 354","01","Environmental Sociology","","","Y","","","3","10:00 am-10:50 am","MWF","Fredericksburg","MONR","115","Bonds E",""
"81356","SOCG 364","01","Quant Resrch Mthds Anlys w/lab","Y","","Y","WI","","4","1:00 pm-2:50 pm11:00 am-11:50 am","FMWF","Fredericksburg","MONRMONR","114115","Martin LStaff A",""
"81357","SOCG 364","02","Quant Resrch Mthds Anlys w/lab","Y","","Y","WI","","4","3:00 pm-4:50 pm11:00 am-11:50 am","FMWF","Fredericksburg","MONRMONR","114115","Martin LStaff A",""
"87213","SOCG 365","01","Qualitative Methods w/lab","","","Y","SI,WI","","4","3:30 pm-5:20 pm2:00 pm-3:15 pm","TTR","Fredericksburg","MONRMONR","213213","Citeroni T",""
"87798","SOCG 371M","01","Top:Community Power","","","Y","","","3","10:00 am-10:50 am","MWF","Fredericksburg","MONR","213","Martin L","View"
"80839","SOCG 471","01","History of Social Theory","","","Y","","","3","9:30 am-10:45 am","TR","Fredericksburg","MONR","213","Marsh K",""
"87217","SOCG 471","02","History of Social Theory","","","Y","","","3","11:00 am-12:15 pm","TR","Fredericksburg","MONR","213","Marsh K",""
"80532","SPAN 101","01","Beginning Spanish I","","","","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","CMBS","001","Staff A",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"80533","SPAN 101","02","Beginning Spanish I","","","","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","CMBS","003","Staff A",""
"80534","SPAN 101","03","Beginning Spanish I","","","","","","3","6:00 pm-7:15 pm","MW","Fredericksburg","CMBS","213","Chappelle L",""
"82901","SPAN 101","04","Beginning Spanish I","","","","","","3","6:00 pm-7:15 pm","TR","Fredericksburg","CMBS","213","Chappelle L",""
"80538","SPAN 102","01","Beginning Spanish II","","","","","","3","8:00 am-8:50 am","MWF","Fredericksburg","CMBS","004","Orozco Watrel M",""
"80539","SPAN 102","02","Beginning Spanish II","","","","","","3","9:00 am-9:50 am","MWF","Fredericksburg","CMBS","111","Staff A",""
"80540","SPAN 102","03","Beginning Spanish II","","","","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","CMBS","112","Staff A",""
"81157","SPAN 102","04","Beginning Spanish II","","","","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","CMBS","002","Staff A",""
"86788","SPAN 102","05","Beginning Spanish II","","","","","","3","3:00 pm-3:50 pm","MWF","Fredericksburg","CMBS","215","Staff A",""
"80541","SPAN 105","01","Intensive Beginning Spanish","","","","","","6","8:00 am-9:15 am8:00 am-8:50 am","TRMWF","Fredericksburg","CMBSCMBS","213213","Staff A",""
"80542","SPAN 105","02","Intensive Beginning Spanish","","","","","","6","9:30 am-10:45 am9:00 am-9:50 am","TRMWF","Fredericksburg","CMBSCMBS","213213","Sainz J",""
"81969","SPAN 105","03","Intensive Beginning Spanish","","","","","","6","11:00 am-12:15 pm11:00 am-11:50 am","TRMWF","Fredericksburg","CMBSCMBS","213213","Larochelle J",""
"82362","SPAN 105","04","Intensive Beginning Spanish","","","","","","6","2:00 pm-3:15 pm2:00 pm-2:50 pm","TRMWF","Fredericksburg","CMBSCMBS","213213","Campos Dintrans G",""
"80543","SPAN 201A","01","Intermediate Spanish I","","","","","","3","8:00 am-9:15 am","TR","Fredericksburg","CMBS","215","Orozco Watrel M",""
"80544","SPAN 201A","02","Intermediate Spanish I","","","","","","3","9:30 am-10:45 am","TR","Fredericksburg","CMBS","215","Orozco Watrel M",""
"80545","SPAN 201A","03","Intermediate Spanish I","","","","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","CMBS","215","Booth P",""
"80546","SPAN 201A","04","Intermediate Spanish I","","","","","","3","5:00 pm-6:15 pm","TR","Fredericksburg","CMBS","215","Booth P",""
"80547","SPAN 201A","05","Intermediate Spanish I","","","","","","3","9:00 am-9:50 am","MWF","Fredericksburg","CMBS","215","Burrell K",""
"84691","SPAN 201A","06","Intermediate Spanish I","","","","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","CMBS","001","Delgado-Poust A","View"
"86152","SPAN 201A","07","Intermediate Spanish I","Y","","","HN","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","CMBS","001","Delgado-Poust A","View"
"86381","SPAN 201A","08","Intermediate Spanish I","","","","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","CMBS","001","Lang R",""
"86959","SPAN 201A","09","Intermediate Spanish I","","","","","","3","5:00 pm-6:15 pm","MW","Fredericksburg","CMBS","215","Johnson Y",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"80551","SPAN 202A","01","Intermediate Spanish II","","","","","","3","9:30 am-10:45 am","TR","Fredericksburg","CMBS","214","Fajardo-Cardenas M",""
"80552","SPAN 202A","02","Intermediate Spanish II","","","","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","CMBS","215","Fajardo-Cardenas M",""
"80553","SPAN 202A","03","Intermediate Spanish II","","","","","","3","6:00 pm-7:15 pm","TR","Fredericksburg","CMBS","214","Cisneros de Schwartz A",""
"80554","SPAN 202A","04","Intermediate Spanish II","","","","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","CMBS","213","Lang R",""
"80555","SPAN 202A","05","Intermediate Spanish II","","","","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","CMBS","004","Staff A",""
"83934","SPAN 202A","06","Intermediate Spanish II","","","","","","3","3:00 pm-3:50 pm","MWF","Fredericksburg","CMBS","213","Lang R",""
"86960","SPAN 202A","07","Intermediate Spanish II","","","","","","3","6:00 pm-7:15 pm","MW","Fredericksburg","CMBS","214","Cisneros de Schwartz A",""
"80556","SPAN 205","01","Intensive Intermediate Spanish","","","","","","6","8:00 am-9:15 am8:00 am-8:50 am","TRMWF","Fredericksburg","CMBSCMBS","214214","Burrell K",""
"80557","SPAN 205","02","Intensive Intermediate Spanish","","","","","","6","11:00 am-12:15 pm11:00 am-11:50 am","TRMWF","Fredericksburg","CMBSCMBS","214214","Martinez Mira M",""
"87907","SPAN 301","01","Study Abroad Reflection-Span","Y","","Y","","","1","TBA","TBA","Fredericksburg","TBA","TBA","Sainz J",""
